2023-03-24 16:22:56,701 INFO [darlingfullscore]                 Book.java:485  | 4 sheets in /Users/kahhian/Downloads/darlingfullscore.pdf
2023-03-24 16:23:57,947 INFO [darlingfullscore#4]            ScaleStep.java:63   | Scale{line(2,3,3) interline(20,21,21) beam(14 extra)}
2023-03-24 16:23:57,947 INFO [darlingfullscore#4]       StepMonitoring.java:96   | GRID
2023-03-24 16:23:57,982 INFO [darlingfullscore#4]       LinesRetriever.java:439  | Global slope: 0.00000
2023-03-24 16:23:57,985 INFO [darlingfullscore#4]    ClustersRetriever.java:266  | Retrieved line clusters: 2 of sizes [5] with interline(20,21,21)
2023-03-24 16:23:57,997 INFO [darlingfullscore#4]            PeakGraph.java:181  | Systems: #1[1, 2]
2023-03-24 16:23:58,095 INFO [darlingfullscore#4]        SystemManager.java:840  | 1 part along 1 system
2023-03-24 16:23:58,095 INFO [darlingfullscore#4]       StepMonitoring.java:96   | HEADERS
2023-03-24 16:23:58,202 INFO [darlingfullscore#4]       StepMonitoring.java:96   | STEM_SEEDS
2023-03-24 16:23:58,276 INFO [darlingfullscore#4]            ImageUtil.java:202  | Discarding alpha band ...
2023-03-24 16:23:58,602 INFO [darlingfullscore#4]            ImageUtil.java:88   | Converting max RGB to gray
2023-03-24 16:23:58,699 INFO [darlingfullscore#4]        StemSeedsStep.java:95   | stem(3 max:3)
2023-03-24 16:23:58,701 INFO [darlingfullscore#4]       StepMonitoring.java:96   | BEAMS
2023-03-24 16:24:03,413 INFO [darlingfullscore#4]       BlackHeadSizer.java:99   | Spots black-head retrieval diameter: 18.9
2023-03-24 16:24:03,455 INFO [darlingfullscore#4]       StepMonitoring.java:96   | LEDGERS
2023-03-24 16:24:03,493 INFO [darlingfullscore#4]       StepMonitoring.java:96   | HEADS
2023-03-24 16:24:06,217 INFO [darlingfullscore#4]        HeadSeedTally.java:208  | Scale information: HeadSeeds{NOTEHEAD_BLACK[L:1.5]}
2023-03-24 16:24:06,217 INFO [darlingfullscore#4]       StepMonitoring.java:96   | STEMS
2023-03-24 16:24:06,312 INFO [darlingfullscore#4]       StepMonitoring.java:96   | REDUCTION
2023-03-24 16:24:06,320 INFO [darlingfullscore#4]        ReductionStep.java:118  | Stems free length median value: 70 pixels, 3.3 interlines
2023-03-24 16:24:06,320 INFO [darlingfullscore#4]       StepMonitoring.java:96   | CUE_BEAMS
2023-03-24 16:24:06,320 INFO [darlingfullscore#4]       StepMonitoring.java:96   | TEXTS
2023-03-24 16:24:07,007 INFO [darlingfullscore#4]       StepMonitoring.java:96   | MEASURES
2023-03-24 16:24:07,007 INFO [darlingfullscore#4]                 Page.java:279  | 6 raw measures: [6 in system#1]
2023-03-24 16:24:07,007 INFO [darlingfullscore#4]       StepMonitoring.java:96   | CHORDS
2023-03-24 16:24:07,009 INFO [darlingfullscore#4]       StepMonitoring.java:96   | CURVES
2023-03-24 16:24:07,426 INFO [darlingfullscore#4]         SlursBuilder.java:160  | Slurs: 0
2023-03-24 16:24:07,427 INFO [darlingfullscore#4]      SegmentsBuilder.java:114  | Segments: 11
2023-03-24 16:24:07,433 INFO [darlingfullscore#4]       StepMonitoring.java:96   | SYMBOLS
2023-03-24 16:24:07,531 INFO [darlingfullscore#4]       StepMonitoring.java:96   | LINKS
2023-03-24 16:24:07,531 INFO [darlingfullscore#4]        SymbolsLinker.java:161  | No chord near direction SentenceInter{#714(0.635) stf:1 S-41 Direction} 1 mt
2023-03-24 16:24:07,538 INFO [darlingfullscore#4]       StepMonitoring.java:96   | RHYTHMS
2023-03-24 16:24:07,539 INFO [darlingfullscore#4]           PageRhythm.java:250  | {Page#4.1} Using last timeRational of previous page: 3/4
2023-03-24 16:24:07,542 INFO [darlingfullscore#4]       StepMonitoring.java:96   | PAGE
2023-03-24 16:24:07,542 INFO [darlingfullscore#4]                 Book.java:2076 | Book{darlingfullscore} storing
2023-03-24 16:24:07,584 INFO [darlingfullscore#4]                 Book.java:2056 | Stored /book.xml
2023-03-24 16:24:07,640 INFO [darlingfullscore#4]           DataHolder.java:297  | Stored /sheet#4/BINARY.png
2023-03-24 16:24:07,796 INFO [darlingfullscore#4]                Sheet.java:1225 | Stored /sheet#4/sheet#4.xml
